DatabaseClass text,Name text,HullNumber text,DateInService numeric,DateOutService numeric
"Fletcher","USS Prichett","DD 561 ","1951.625","1970.025"
"Fletcher","USS Robinson","DD 562 ","1944.082","1946.444"
"Fletcher","USS Robinson","DD 562 ","1951.586","1964.427"
"Fletcher","USS Ross","DD 563 ","1944.14","1946.422"
"Fletcher","USS Ross","DD 563 ","1951.819","1959.441"
"Fletcher","USS Rowe","DD 564 ","1944.197","1947.082"
"Fletcher","USS Rowe","DD 564 ","1951.759","1959.847"
"Fletcher","USS Smalley","DD 565 ","1944.247","1946.518"
"Fletcher","USS Smalley","DD 565 ","1951.501","1957.745"
"Fletcher","USS Stoddard","DD 566 ","1944.288","1946.515"
"Fletcher","USS Stoddard","DD 566 ","1951.184","1969.734"
"Fletcher","USS Watts","DD 567 ","1944.326","1946.277"
"Fletcher","USS Watts","DD 567 ","1951.51","1961.915"
"Fletcher","USS Wren","DD 568 ","1944.384","1946.529"
"Fletcher","USS Wren","DD 568 ","1951.682","1963.748"
"Fletcher","USS Aulick","DD 569 ","1942.819","1946.293"
"Fletcher","USS Charles Ausburne","DD 570 ","1942.896","1946.293"
"Fletcher","USS Claxton","DD 571","1942.934","1946.293"
"Fletcher","USS Dyson","DD 572","1942.995","1947.244"
"Fletcher","USS Harrison","DD 573","1943.066","1946.247"
"Fletcher","USS John Rodgers","DD 574","1943.107","1947.395"
"Fletcher","USS McKee","DD 575","1943.244","1946.151"
"Fletcher","USS Murray","DD 576","1943.299","1946.233"
"Fletcher","USS Murray","DD 576","1951.789","1962.466"
"Fletcher","USS Murray","DD 576","1962.466","1965.329"
"Fletcher","USS Sproston","DD 577","1943.378","1946.047"
"Fletcher","USS Wickes","DD 578","1943.455","1945.967"
"Fletcher","USS William D. Porter","DD 579","1943.51","1945.438"
"Fletcher","USS Young","DD 580","1943.578","1946.244"
"Fletcher","USS Charrette","DD 581","1943.375","1947.038"
"Fletcher","USS Conner","DD 582","1943.433","1946.507"
"Fletcher","USS Hall","DD 583","1943.51","1946.94"
"Fletcher","USS Halligan","DD 584","1943.63","1945.23"
"Fletcher","USS Haraden","DD 585","1943.707","1946.499"
"Fletcher","USS Newcomb","DD 586","1943.858","1945.885"
"Fletcher","USS Bell","DD 587","1943.17","1946.449"
"Fletcher","USS Burns","DD 588","1943.252","1946.479"
"Fletcher","USS Izard","DD 589","1943.367","1946.411"
"Fletcher","USS Paul Hamilton","DD 590","1943.814","1945.729"
"Fletcher","USS Twiggs","DD 591","1943.841","1945.455"
"Fletcher","USS Howorth","DD 592","1944.255","1946.326"
"Fletcher","USS Killen","DD 593","1944.34","1946.518"
"Fletcher","USS Hart","DD 594","1944.844","1946.411"
"Fletcher","USS Metcalf","DD 595","1944.882","1946.162"
"Fletcher","USS Shields","DD 596","1945.104","1946.449"
"Fletcher","USS Shields","DD 596","1950.534","1972.499"
"Fletcher","USS Wiley","DD 597","1945.142","1946.603"
"Fletcher","USS Abbot","DD 629","1943.307","1946.384"
"Fletcher","USS Abbot","DD 629","1951.153","1965.23"
"Fletcher","USS Braine","DD 630","1943.356","1946.564"
"Fletcher","USS Braine","DD 630","1951.26","1971.625"
"Fletcher","USS Erben","DD 631","1943.403","1946.411"
"Fletcher","USS Erben","DD 631","1951.378","1958.485"
"Fletcher","USS Hale","DD 642","1943.452","1947.038"
"Fletcher","USS Hale","DD 642","1951.225","1960.578"
"Fletcher","USS Sigourney","DD 643","1943.49","1946.214"
"Fletcher","USS Sigourney","DD 643","1951.682","1960.332"
"Fletcher","USS Stembel","DD 644","1943.537","1946.411"
"Fletcher","USS Stembel","DD 644","1951.855","1958.4"
"Fletcher","USS Albert W. Grant","DD 649","1943.896","1946.537"
"Fletcher","USS Caperton","DD 650","1943.493","1946.51"
"Fletcher","USS Caperton","DD 650","1951.318","1960.321"
"Fletcher","USS Cogswell","DD 651","1943.625","1946.326"
"Fletcher","USS Cogswell","DD 651","1951.016","1969.748"
"Fletcher","USS Ingersoll","DD 652","1943.663","1946.545"
"Fletcher","USS Ingersoll","DD 652","1951.337","1970.052"
"Fletcher","USS Knapp","DD 653","1943.707","1946.507"
"Fletcher","USS Knapp","DD 653","1951.334","1957.17"
"Fletcher","USS Bearss","DD 654","1944.279","1947.082"
"Fletcher","USS Bearss","DD 654","1951.682","1963.995"
"Fletcher","USS John Hood","DD 655","1944.433","1946.501"
"Fletcher","USS John Hood","DD 655","1951.586","1964.496"
"Fletcher","USS Van Valkenburgh","DD 656","1944.586","1946.285"
"Fletcher","USS Van Valkenburgh","DD 656","1951.181","1954.153"
"Fletcher","USS Charles J. Badger","DD 657","1943.556","1946.384"
"Fletcher","USS Charles J. Badger","DD 657","1951.69","1957.967"
"Fletcher","USS Colahan","DD 658","1943.641","1946.449"
"Fletcher","USS Colahan","DD 658","1950.956","1966.581"
"Fletcher","USS Dashiell","DD 659","1943.214","1946.241"
"Fletcher","USS Dashiell","DD 659","1951.334","1960.326"
"Fletcher","USS Bullard","DD 660","1943.268","1946.967"
"Fletcher","USS Kidd","DD 661","1943.307","1946.94"
"Fletcher","USS Kidd","DD 661","1951.236","1964.466"
"Fletcher","USS Bennion","DD 662","1943.951","1946.466"
"Fletcher","USS Heywood L. Edwards","DD 663","1944.068","1946.496"
"Fletcher","USS Richard P. Leary","DD 664","1944.145","1946.94"
"Fletcher","USS Bryant","DD 665","1943.923","1947.038"
"Fletcher","USS Black","DD 666","1943.384","1946.592"
"Fletcher","USS Black","DD 666","1951.542","1969.721"
"Fletcher","USS Chauncey","DD 667","1943.411","1945.964"
"Fletcher","USS Chauncey","DD 667","1950.542","1954.364"
"Fletcher","USS Clarence K. Bronson","DD 668","1943.441","1946.537"
"Fletcher","USS Clarence K. Bronson","DD 668","1951.43","1960.493"
"Fletcher","USS Cotten","DD 669","1943.559","1946.534"
"Fletcher","USS Cotten","DD 669","1951.501","1960.334"
"Fletcher","USS Dortch","DD 670","1943.597","1946.545"
"Fletcher","USS Dortch","DD 670","1951.337","1957.948"
"Fletcher","USS Gatling","DD 671","1943.63","1946.537"
"Fletcher","USS Gatling","DD 671","1951.422","1960.334"
"Fletcher","USS Healy","DD 672","1943.671","1946.523"
"Fletcher","USS Healy","DD 672","1951.586","1958.189"
"Fletcher","USS Hickox","DD 673","1943.69","1946.94"
"Fletcher","USS Hickox","DD 673","1951.378","1957.967"
"Fletcher","USS Hunt","DD 674","1943.723","1945.953"
"Fletcher","USS Hunt","DD 674","1951.83","1963.995"
"Fletcher","USS Lewis Hancock","DD 675","1943.742","1946.025"
"Fletcher","USS Lewis Hancock","DD 675","1951.378","1957.962"
"Fletcher","USS Marshall","DD 676","1943.789","1945.915"
"Fletcher","USS Marshall","DD 676","1951.318","1969.545"
"Fletcher","USS McDermut","DD 677","1943.882","1947.038"
"Fletcher","USS McDermut","DD 677","1950.992","1963.956"
"Fletcher","USS McGowan","DD 678","1943.967","1946.326"
"Fletcher","USS McGowan","DD 678","1951.51","1960.915"
"Fletcher","USS McNair","DD 679","1943.995","1946.403"
"Fletcher","USS McNair","DD 679","1951.51","1963.995"
"Fletcher","USS Melvin","DD 680","1943.896","1946.411"
"Fletcher","USS Melvin","DD 680","1951.153","1954.033"
"Fletcher","USS Hopewell","DD 681","1943.745","1947.038"
"Fletcher","USS Hopewell","DD 681","1951.236","1970.003"
"Fletcher","USS Porterfield","DD 682","1943.827","1945.833"
"Fletcher","USS Porterfield","DD 682","1951.318","1969.849"
"Fletcher","USS Stockham","DD 683","1944.112","1946.915"
"Fletcher","USS Stockham","DD 683","1951.868","1957.668"
"Fletcher","USS Wedderburn","DD 684","1944.186","1946.162"
"Fletcher","USS Wedderburn","DD 684","1950.888","1969.748"
"Fletcher","USS Picking","DD 685","1943.721","1945.967"
"Fletcher","USS Picking","DD 685","1951.068","1969.679"
"Fletcher","USS Halsey Powell","DD 686","1943.814","1946.94"
"Fletcher","USS Halsey Powell","DD 686","1951.318","1968.321"
"Fletcher","USS Uhlmann","DD 687","1943.89","1946.449"
"Fletcher","USS Uhlmann","DD 687","1950.389","1972.537"
"Fletcher","USS Remey","DD 688","1943.745","1946.94"
"Fletcher","USS Remey","DD 688","1951.868","1963.995"
"Fletcher","USS Wadleigh","DD 689","1943.797","1946.466"
"Fletcher","USS Wadleigh","DD 689","1951.753","1962.488"
"Fletcher","USS Norman Scott","DD 690","1943.844","1946.326"
"Fletcher","USS Mertz","DD 691","1943.882","1946.307"
"Fletcher","USS Callaghan","DD 792","1943.904","1945.57"
"Fletcher","USS Cassin Young","DD 793","1943.997","1946.403"
"Fletcher","USS Cassin Young","DD 793","1951.685","1960.326"
"Fletcher","USS Irwin","DD 794","1944.121","1946.411"
"Fletcher","USS Irwin","DD 794","1951.153","1958.025"
"Fletcher","USS Preston","DD 795","1944.216","1946.31"
"Fletcher","USS Preston","DD 795","1951.068","1969.871"
"Fletcher","USS Benham","DD 796","1943.967","1946.795"
"Fletcher","USS Benham","DD 796","1951.225","1960.956"
"Fletcher","USS Cushing","DD 797","1944.044","1947.09"
"Fletcher","USS Cushing","DD 797","1951.625","1960.855"
"Fletcher","USS Monssen","DD 798","1944.121","1946.326"
"Fletcher","USS Monssen","DD 798","1951.83","1957.666"
"Fletcher","USS Jarvis","DD 799","1944.422","1946.49"
"Fletcher","USS Jarvis","DD 799","1951.104","1960.814"
"Fletcher","USS Porter","DD 800","1944.479","1946.501"
"Fletcher","USS Porter","DD 800","1951.107","1953.605"
"Fletcher","USS Colhoun","DD 801","1944.518","1945.26"
"Fletcher","USS Gregory","DD 802","1944.575","1947.038"
"Fletcher","USS Gregory","DD 802","1951.318","1964.085"
"Fletcher","USS Little","DD 803","1944.633","1945.334"
"Fletcher","USS Rooks","DD 804","1944.671","1946.441"
"Fletcher","USS Rooks","DD 804","1951.378","1962.57"
"Allen M Sumner(1945)","USS Allen M. Sumner","DD 692","1943.956","1973.622"
"Allen M Sumner(1945)","USS Moale","DD 693","1944.044","1973.501"
"Allen M Sumner(1945)","USS Ingraham","DD 694","1944.044","1971.54"
"Allen M Sumner(1945)","USS English","DD 696","1944.158","1970.37"
"Allen M Sumner(1945)","USS Charles S. Sperry","DD 697","1944.199","1973.956"
"Allen M Sumner(1945)","USS Ault","DD 698","1944.235","1973.668"
"Allen M Sumner(1945)","USS Waldron","DD 699","1944.235","1973.833"
"Allen M Sumner(1945)","USS Haynsworth","DD 700","1944.29","1970.082"
"Allen M Sumner(1945)","USS John W. Weeks","DD 701","1944.388","1970.614"
"Allen M Sumner(1945)","USS Hank","DD 702","1944.388","1972.5"
"Allen M Sumner(1945)","USS Wallace L. Lind","DD 703","1944.454","1973.926"
"Allen M Sumner(1945)","USS Borie","DD 704","1944.508","1972.5"
"Allen M Sumner(1945)","USS Compton","DD 705","1944.713","1972.74"
"Allen M Sumner(1945)","USS Gainard","DD 706","1944.713","1971.156"
"Allen M Sumner(1945)","USS Soley","DD 707","1944.689","1970.121"
"Allen M Sumner(1945)","USS Harlan R. Dickson","DD 708","1944.962","1972.5"
"Allen M Sumner(1945)","USS Hugh Purvis","DD 709","1944.962","1973.088"
"Allen M Sumner(1945)","USS Barton","DD 722","1943.775","1968.751"
"Allen M Sumner(1945)","USS Walke","DD 723","1943.822","1974.088"
"Allen M Sumner(1945)","USS Laffey","DD 724","1943.89","1975.164"
"Allen M Sumner(1945)","USS O Brien","DD 725","1943.937","1972.134"
"Allen M Sumner(1945)","USS De Haven","DD 727","1944.025","1973.923"
"Allen M Sumner(1945)","USS Mansfield","DD 728","1944.079","1974.088"
"Allen M Sumner(1945)","USS Lyman K. Swenson","DD 729","1944.117","1974.088"
"Allen M Sumner(1945)","USS Collett","DD 730","1944.178","1974.088"
"Allen M Sumner(1945)","USS Maddox","DD 731","1944.216","1972.503"
"Allen M Sumner(1945)","USS Hyman","DD 732","1944.27","1969.877"
"Allen M Sumner(1945)","USS Mannert L. Abele","DD 733","1944.508","1945.279"
"Allen M Sumner(1945)","USS Purdy","DD 734","1944.35","1973.499"
"Allen M Sumner(1945)","USS Drexler","DD 741","1944.872","1945.405"
"Allen M Sumner(1945)","USS Blue","DD 744","1943.91","1974.088"
"Allen M Sumner(1945)","USS Brush","DD 745","1943.992","1969.822"
"Allen M Sumner(1945)","USS Taussig","DD 746","1944.068","1974.088"
"Allen M Sumner(1945)","USS Samuel L. Moore","DD 747","1944.148","1969.814"
"Allen M Sumner(1945)","USS Harry E. Hubbard","DD 748","1944.23","1969.795"
"Allen M Sumner(1945)","USS Alfred A. Cunningham","DD 752","1944.59","1974.088"
"Allen M Sumner(1945)","USS John R. Pierce","DD 753","1944.669","1973.499"
"Allen M Sumner(1945)","USS Frank E. Evans","DD 754","1944.757","1969.499"
"Allen M Sumner(1945)","USS John A. Bole","DD 755","1944.836","1974.088"
"Allen M Sumner(1945)","USS Beatty","DD 756","1944.915","1972.536"
"Allen M Sumner(1945)","USS Putnam","DD 757","1944.235","1973.597"
"Allen M Sumner(1945)","USS Strong","DD 758","1944.311","1973.833"
"Allen M Sumner(1945)","USS Lofberg","DD 759","1944.615","1973.088"
"Allen M Sumner(1945)","USS John W. Thomason","DD 760","1944.749","1974.088"
"Allen M Sumner(1945)","USS Buck","DD 761","1945.192","1973.537"
"Allen M Sumner(1945)","USS Henley","DD 762","1945.268","1973.499"
"Allen M Sumner(1945)","USS Lowry","DD 770","1944.101","1973.833"
"Allen M Sumner(1945)","USS Hugh W Hadley","DD 774","1944.902","1945.956"
"Allen M Sumner(1945)","USS Willard Keith","DD 775","1944.661","1972.5"
"Allen M Sumner(1945)","USS James C. Owens","DD 776","1944.751","1973.537"
"Allen M Sumner(1945)","USS Zellars","DD 777","1944.549","1971.214"
"Allen M Sumner(1945)","USS Massey","DD 778","1944.634","1973.712"
"Allen M Sumner(1945)","USS Douglas H. Fox","DD 779","1944.749","1973.956"
"Allen M Sumner(1945)","USS Stormes","DD 780","1944.844","1972.128"
"Allen M Sumner(1945)","USS Robert K. Huntington","DD 781","1944.929","1973.833"
"Allen M Sumner(1945)","USS Bristol","DD 857","1944.828","1969.89"
"Allen M Sumner(1950)","USS Allen M. Sumner","DD 692","1943.956","1973.622"
"Allen M Sumner(1950)","USS Moale","DD 693","1944.044","1973.501"
"Allen M Sumner(1950)","USS Ingraham","DD 694","1944.044","1971.54"
"Allen M Sumner(1950)","USS English","DD 696","1944.158","1970.37"
"Allen M Sumner(1950)","USS Charles S. Sperry","DD 697","1944.199","1973.956"
"Allen M Sumner(1950)","USS Ault","DD 698","1944.235","1973.668"
"Allen M Sumner(1950)","USS Waldron","DD 699","1944.235","1973.833"
"Allen M Sumner(1950)","USS Haynsworth","DD 700","1944.29","1970.082"
"Allen M Sumner(1950)","USS John W. Weeks","DD 701","1944.388","1970.614"
"Allen M Sumner(1950)","USS Hank","DD 702","1944.388","1972.5"
"Allen M Sumner(1950)","USS Wallace L. Lind","DD 703","1944.454","1973.926"
"Allen M Sumner(1950)","USS Borie","DD 704","1944.508","1972.5"
"Allen M Sumner(1950)","USS Compton","DD 705","1944.713","1972.74"
"Allen M Sumner(1950)","USS Gainard","DD 706","1944.713","1971.156"
"Allen M Sumner(1950)","USS Soley","DD 707","1944.689","1970.121"
"Allen M Sumner(1950)","USS Harlan R. Dickson","DD 708","1944.962","1972.5"
"Allen M Sumner(1950)","USS Hugh Purvis","DD 709","1944.962","1973.088"
"Allen M Sumner(1950)","USS Barton","DD 722","1943.775","1968.751"
"Allen M Sumner(1950)","USS Walke","DD 723","1943.822","1974.088"
"Allen M Sumner(1950)","USS Laffey","DD 724","1943.89","1975.164"
"Allen M Sumner(1950)","USS O Brien","DD 725","1943.937","1972.134"
"Allen M Sumner(1950)","USS De Haven","DD 727","1944.025","1973.923"
"Allen M Sumner(1950)","USS Mansfield","DD 728","1944.079","1974.088"
"Allen M Sumner(1950)","USS Lyman K. Swenson","DD 729","1944.117","1974.088"
"Allen M Sumner(1950)","USS Collett","DD 730","1944.178","1974.088"
"Allen M Sumner(1950)","USS Maddox","DD 731","1944.216","1972.503"
"Allen M Sumner(1950)","USS Hyman","DD 732","1944.27","1969.877"
"Allen M Sumner(1950)","USS Purdy","DD 734","1944.35","1973.499"
"Allen M Sumner(1950)","USS Blue","DD 744","1943.91","1974.088"
"Allen M Sumner(1950)","USS Brush","DD 745","1943.992","1969.822"
"Allen M Sumner(1950)","USS Taussig","DD 746","1944.068","1974.088"
"Allen M Sumner(1950)","USS Samuel L. Moore","DD 747","1944.148","1969.814"
"Allen M Sumner(1950)","USS Harry E. Hubbard","DD 748","1944.23","1969.795"
"Allen M Sumner(1950)","USS Alfred A. Cunningham","DD 752","1944.59","1974.088"
"Allen M Sumner(1950)","USS John R. Pierce","DD 753","1944.669","1973.499"
"Allen M Sumner(1950)","USS Frank E. Evans","DD 754","1944.757","1969.499"
"Allen M Sumner(1950)","USS John A. Bole","DD 755","1944.836","1974.088"
"Allen M Sumner(1950)","USS Beatty","DD 756","1944.915","1972.536"
"Allen M Sumner(1950)","USS Putnam","DD 757","1944.235","1973.597"
"Allen M Sumner(1950)","USS Strong","DD 758","1944.311","1973.833"
"Allen M Sumner(1950)","USS Lofberg","DD 759","1944.615","1973.088"
"Allen M Sumner(1950)","USS John W. Thomason","DD 760","1944.749","1974.088"
"Allen M Sumner(1950)","USS Buck","DD 761","1945.192","1973.537"
"Allen M Sumner(1950)","USS Henley","DD 762","1945.268","1973.499"
"Allen M Sumner(1950)","USS Lowry","DD 770","1944.101","1973.833"
"Allen M Sumner(1950)","USS Willard Keith","DD 775","1944.661","1972.5"
"Allen M Sumner(1950)","USS James C. Owens","DD 776","1944.751","1973.537"
"Allen M Sumner(1950)","USS Zellars","DD 777","1944.549","1971.214"
"Allen M Sumner(1950)","USS Massey","DD 778","1944.634","1973.712"
"Allen M Sumner(1950)","USS Douglas H. Fox","DD 779","1944.749","1973.956"
"Allen M Sumner(1950)","USS Stormes","DD 780","1944.844","1972.128"
"Allen M Sumner(1950)","USS Robert K. Huntington","DD 781","1944.929","1973.833"
"Allen M Sumner(1950)","USS Bristol","DD 857","1944.828","1969.89"
"Allen M Sumner(1952)","USS Allen M. Sumner","DD 692","1943.956","1973.622"
"Allen M Sumner(1952)","USS Moale","DD 693","1944.044","1973.501"
"Allen M Sumner(1952)","USS Ingraham","DD 694","1944.044","1971.54"
"Allen M Sumner(1952)","USS English","DD 696","1944.158","1970.37"
"Allen M Sumner(1952)","USS Charles S. Sperry","DD 697","1944.199","1973.956"
"Allen M Sumner(1952)","USS Ault","DD 698","1944.235","1973.668"
"Allen M Sumner(1952)","USS Waldron","DD 699","1944.235","1973.833"
"Allen M Sumner(1952)","USS Haynsworth","DD 700","1944.29","1970.082"
"Allen M Sumner(1952)","USS John W. Weeks","DD 701","1944.388","1970.614"
"Allen M Sumner(1952)","USS Hank","DD 702","1944.388","1972.5"
"Allen M Sumner(1952)","USS Wallace L. Lind","DD 703","1944.454","1973.926"
"Allen M Sumner(1952)","USS Borie","DD 704","1944.508","1972.5"
"Allen M Sumner(1952)","USS Compton","DD 705","1944.713","1972.74"
"Allen M Sumner(1952)","USS Gainard","DD 706","1944.713","1971.156"
"Allen M Sumner(1952)","USS Soley","DD 707","1944.689","1970.121"
"Allen M Sumner(1952)","USS Harlan R. Dickson","DD 708","1944.962","1972.5"
"Allen M Sumner(1952)","USS Hugh Purvis","DD 709","1944.962","1973.088"
"Allen M Sumner(1952)","USS Barton","DD 722","1943.775","1968.751"
"Allen M Sumner(1952)","USS Walke","DD 723","1943.822","1974.088"
"Allen M Sumner(1952)","USS Laffey","DD 724","1943.89","1975.164"
"Allen M Sumner(1952)","USS O Brien","DD 725","1943.937","1972.134"
"Allen M Sumner(1952)","USS De Haven","DD 727","1944.025","1973.923"
"Allen M Sumner(1952)","USS Mansfield","DD 728","1944.079","1974.088"
"Allen M Sumner(1952)","USS Lyman K. Swenson","DD 729","1944.117","1974.088"
"Allen M Sumner(1952)","USS Collett","DD 730","1944.178","1974.088"
"Allen M Sumner(1952)","USS Maddox","DD 731","1944.216","1972.503"
"Allen M Sumner(1952)","USS Hyman","DD 732","1944.27","1969.877"
"Allen M Sumner(1952)","USS Purdy","DD 734","1944.35","1973.499"
"Allen M Sumner(1952)","USS Blue","DD 744","1943.91","1974.088"
"Allen M Sumner(1952)","USS Brush","DD 745","1943.992","1969.822"
"Allen M Sumner(1952)","USS Taussig","DD 746","1944.068","1974.088"
"Allen M Sumner(1952)","USS Samuel L. Moore","DD 747","1944.148","1969.814"
"Allen M Sumner(1952)","USS Harry E. Hubbard","DD 748","1944.23","1969.795"
"Allen M Sumner(1952)","USS Alfred A. Cunningham","DD 752","1944.59","1974.088"
"Allen M Sumner(1952)","USS John R. Pierce","DD 753","1944.669","1973.499"
"Allen M Sumner(1952)","USS Frank E. Evans","DD 754","1944.757","1969.499"
"Allen M Sumner(1952)","USS John A. Bole","DD 755","1944.836","1974.088"
"Allen M Sumner(1952)","USS Beatty","DD 756","1944.915","1972.536"
"Allen M Sumner(1952)","USS Putnam","DD 757","1944.235","1973.597"
"Allen M Sumner(1952)","USS Strong","DD 758","1944.311","1973.833"
"Allen M Sumner(1952)","USS Lofberg","DD 759","1944.615","1973.088"
"Allen M Sumner(1952)","USS John W. Thomason","DD 760","1944.749","1974.088"
"Allen M Sumner(1952)","USS Buck","DD 761","1945.192","1973.537"
"Allen M Sumner(1952)","USS Henley","DD 762","1945.268","1973.499"
"Allen M Sumner(1952)","USS Lowry","DD 770","1944.101","1973.833"
"Allen M Sumner(1952)","USS Willard Keith","DD 775","1944.661","1972.5"
"Allen M Sumner(1952)","USS James C. Owens","DD 776","1944.751","1973.537"
"Allen M Sumner(1952)","USS Zellars","DD 777","1944.549","1971.214"
"Allen M Sumner(1952)","USS Massey","DD 778","1944.634","1973.712"
"Allen M Sumner(1952)","USS Douglas H. Fox","DD 779","1944.749","1973.956"
"Allen M Sumner(1952)","USS Stormes","DD 780","1944.844","1972.128"
"Allen M Sumner(1952)","USS Robert K. Huntington","DD 781","1944.929","1973.833"
"Allen M Sumner(1952)","USS Bristol","DD 857","1944.828","1969.89"
"Allen M Sumner(1953)","USS Allen M. Sumner","DD 692","1943.956","1973.622"
"Allen M Sumner(1953)","USS Moale","DD 693","1944.044","1973.501"
"Allen M Sumner(1953)","USS Ingraham","DD 694","1944.044","1971.54"
"Allen M Sumner(1953)","USS English","DD 696","1944.158","1970.37"
"Allen M Sumner(1953)","USS Charles S. Sperry","DD 697","1944.199","1973.956"
"Allen M Sumner(1953)","USS Ault","DD 698","1944.235","1973.668"
"Allen M Sumner(1953)","USS Waldron","DD 699","1944.235","1973.833"
"Allen M Sumner(1953)","USS Haynsworth","DD 700","1944.29","1970.082"
"Allen M Sumner(1953)","USS John W. Weeks","DD 701","1944.388","1970.614"
"Allen M Sumner(1953)","USS Hank","DD 702","1944.388","1972.5"
"Allen M Sumner(1953)","USS Wallace L. Lind","DD 703","1944.454","1973.926"
"Allen M Sumner(1953)","USS Borie","DD 704","1944.508","1972.5"
"Allen M Sumner(1953)","USS Compton","DD 705","1944.713","1972.74"
"Allen M Sumner(1953)","USS Gainard","DD 706","1944.713","1971.156"
"Allen M Sumner(1953)","USS Soley","DD 707","1944.689","1970.121"
"Allen M Sumner(1953)","USS Harlan R. Dickson","DD 708","1944.962","1972.5"
"Allen M Sumner(1953)","USS Hugh Purvis","DD 709","1944.962","1973.088"
"Allen M Sumner(1953)","USS Barton","DD 722","1943.775","1968.751"
"Allen M Sumner(1953)","USS Walke","DD 723","1943.822","1974.088"
"Allen M Sumner(1953)","USS Laffey","DD 724","1943.89","1975.164"
"Allen M Sumner(1953)","USS O Brien","DD 725","1943.937","1972.134"
"Allen M Sumner(1953)","USS De Haven","DD 727","1944.025","1973.923"
"Allen M Sumner(1953)","USS Mansfield","DD 728","1944.079","1974.088"
"Allen M Sumner(1953)","USS Lyman K. Swenson","DD 729","1944.117","1974.088"
"Allen M Sumner(1953)","USS Collett","DD 730","1944.178","1974.088"
"Allen M Sumner(1953)","USS Maddox","DD 731","1944.216","1972.503"
"Allen M Sumner(1953)","USS Hyman","DD 732","1944.27","1969.877"
"Allen M Sumner(1953)","USS Purdy","DD 734","1944.35","1973.499"
"Allen M Sumner(1953)","USS Blue","DD 744","1943.91","1974.088"
"Allen M Sumner(1953)","USS Brush","DD 745","1943.992","1969.822"
"Allen M Sumner(1953)","USS Taussig","DD 746","1944.068","1974.088"
"Allen M Sumner(1953)","USS Samuel L. Moore","DD 747","1944.148","1969.814"
"Allen M Sumner(1953)","USS Harry E. Hubbard","DD 748","1944.23","1969.795"
"Allen M Sumner(1953)","USS Alfred A. Cunningham","DD 752","1944.59","1974.088"
"Allen M Sumner(1953)","USS John R. Pierce","DD 753","1944.669","1973.499"
"Allen M Sumner(1953)","USS Frank E. Evans","DD 754","1944.757","1969.499"
"Allen M Sumner(1953)","USS John A. Bole","DD 755","1944.836","1974.088"
"Allen M Sumner(1953)","USS Beatty","DD 756","1944.915","1972.536"
"Allen M Sumner(1953)","USS Putnam","DD 757","1944.235","1973.597"
"Allen M Sumner(1953)","USS Strong","DD 758","1944.311","1973.833"
"Allen M Sumner(1953)","USS Lofberg","DD 759","1944.615","1973.088"
"Allen M Sumner(1953)","USS John W. Thomason","DD 760","1944.749","1974.088"
"Allen M Sumner(1953)","USS Buck","DD 761","1945.192","1973.537"
"Allen M Sumner(1953)","USS Henley","DD 762","1945.268","1973.499"
"Allen M Sumner(1953)","USS Lowry","DD 770","1944.101","1973.833"
"Allen M Sumner(1953)","USS Willard Keith","DD 775","1944.661","1972.5"
"Allen M Sumner(1953)","USS James C. Owens","DD 776","1944.751","1973.537"
"Allen M Sumner(1953)","USS Zellars","DD 777","1944.549","1971.214"
"Allen M Sumner(1953)","USS Massey","DD 778","1944.634","1973.712"
"Allen M Sumner(1953)","USS Douglas H. Fox","DD 779","1944.749","1973.956"
"Allen M Sumner(1953)","USS Stormes","DD 780","1944.844","1972.128"
"Allen M Sumner(1953)","USS Robert K. Huntington","DD 781","1944.929","1973.833"
"Allen M Sumner(1953)","USS Bristol","DD 857","1944.828","1969.89"
"Allen M Sumner(1959)","USS Allen M. Sumner","DD 692","1943.956","1973.622"
"Allen M Sumner(1959)","USS Moale","DD 693","1944.044","1973.501"
"Allen M Sumner(1959)","USS Ingraham","DD 694","1944.044","1971.54"
"Allen M Sumner(1959)","USS English","DD 696","1944.158","1970.37"
"Allen M Sumner(1959)","USS Charles S. Sperry","DD 697","1944.199","1973.956"
"Allen M Sumner(1959)","USS Ault","DD 698","1944.235","1973.668"
"Allen M Sumner(1959)","USS Waldron","DD 699","1944.235","1973.833"
"Allen M Sumner(1959)","USS Haynsworth","DD 700","1944.29","1970.082"
"Allen M Sumner(1959)","USS John W. Weeks","DD 701","1944.388","1970.614"
"Allen M Sumner(1959)","USS Hank","DD 702","1944.388","1972.5"
"Allen M Sumner(1959)","USS Wallace L. Lind","DD 703","1944.454","1973.926"
"Allen M Sumner(1959)","USS Borie","DD 704","1944.508","1972.5"
"Allen M Sumner(1959)","USS Compton","DD 705","1944.713","1972.74"
"Allen M Sumner(1959)","USS Gainard","DD 706","1944.713","1971.156"
"Allen M Sumner(1959)","USS Soley","DD 707","1944.689","1970.121"
"Allen M Sumner(1959)","USS Harlan R. Dickson","DD 708","1944.962","1972.5"
"Allen M Sumner(1959)","USS Hugh Purvis","DD 709","1944.962","1973.088"
"Allen M Sumner(1959)","USS Barton","DD 722","1943.775","1968.751"
"Allen M Sumner(1959)","USS Walke","DD 723","1943.822","1974.088"
"Allen M Sumner(1959)","USS Laffey","DD 724","1943.89","1975.164"
"Allen M Sumner(1959)","USS O Brien","DD 725","1943.937","1972.134"
"Allen M Sumner(1959)","USS De Haven","DD 727","1944.025","1973.923"
